station_code,station_name,latitude,longitude,state,zone,has_coordinates
PPZ,Peddempet,18.802669374,79.4268241321,,,True
PQL,Pindlai,17.925189,79.454715,,,True
PQN,Pwn Klaknder Rd,25.825794000000002,81.368601,Uttar Pradesh,NR,True
PQT,Puniyavant,22.332118,73.95733100000001,Gujarat,WR,True
PRB,Parbati,23.250527,77.012393,,,True
PRBZ,Parsa Bazar,25.550023,85.11887899999999,Bihar,ECR,True
PRCA,Perecherla,16.319601000000002,80.339519,,,True
PRDP,Paradeep,20.280364,86.62014099999999,Orissa,ECoR,True
PRDT,Proddatur,,,,,False
PRF,Parsipur,25.37052,82.63716199999999,,,True
PRG,Prayag,25.467939,81.867081,Uttar Pradesh,NR,True
PRGR,Pinargaria,,,,,False
PRH,Powerpet,16.713189,81.106602,,,True
PRI,Pathri,29.851996,78.076506,Uttarakhand,NR,True
PRJ,Prantij,23.439324000000003,72.862688,Gujarat,WR,True
PRKH,Parkanhatti,16.140169,74.695447,Karnataka,SWR,True
PRL,Polur,12.511327000000001,79.13055800000001,Tamil Nadu,SR,True
PRLI,Parli Vaijnath,18.853005,76.524424,Maharashtra,SCR,True
PRNA,Purnia,25.790678,87.519124,,,True
PRNC,Purnia Court,,,,,False
PRND,Perinad,8.947916000000001,76.620341,,,True
PRNR,Porjanpur,21.789139000000002,85.521374,Orissa,?,True
PRP,Paharpur,24.624931999999998,85.204571,,,True
PRR,Purulia,23.324911,86.37787,,,True
PRRB,Prayagraj Rambag,,,,,False
PRSL,Pandrasali,22.63341,85.806909,Jharkhand,SER,True
PRT,Panruti,11.773239,79.555153,Tamil Nadu,SR,True
PRTL,Pirtala,24.359325000000002,88.28058300000001,West Bengal,ER,True
PRTN,Pratapnagar,22.281143,73.210289,Gujarat,WR,True
PRTP,Partapur,28.925112000000002,77.648699,Uttar Pradesh,NR,True
PRWD,Parewadi,18.289799000000002,74.952285,,,True
PRY,Paraiya,24.809464,84.85079200000001,,,True
PRYJ,Prayagraj,,,,,False
PRZ,Parsa,27.435147999999998,82.908499,Uttar Pradesh,NER,True
PS,Paras,20.724519,76.815865,,,True
PSA,Palasa,18.756782,84.42209100000001,,,True
PSAE,Purbasthali,23.453302,88.323896,West Bengal,ER,True
PSB,Parsabad,24.307559,85.73873,,,True
PSD,Parsoda,19.953696573000002,74.8751352301,Maharashtra,SCR,True
PSDA,Pasivedala,16.99331,81.700939,,,True
PSE,Pusauli,25.097235,83.72151,,,True
PSL,Parisal,27.669476,76.61526599999999,Rajasthan,NWR,True
PSLI,Parsoli,25.113462000000002,74.875358,Rajasthan,WCR,True
PSO,Palsora Makrawa,23.260650211799998,75.5315691821,,,True
PSPY,Prasannaya Palli,14.6311777937,77.602106203,,,True
PSR,Pasraha,25.403765,86.743883,,,True
PT,Patli,28.399583000000003,76.85347200000001,Haryana,NR,True
PTA,Patiala,30.344248999999998,76.4041,Punjab,NR,True
PTAB,Patia Halt,20.349273,85.841374,,,True
PTB,Pattambi,10.8019329802,76.1813366473,Kerala,SR,True
PTD,Petlad,22.5452909,72.9294731,Gujarat,WR,True
PTH,Patranga,26.825007,81.625869,,,True
PTI,Patiali,27.6843201328,78.9841732028,,,True
PTJ,Podanur,10.965425,76.990125,,,True
PTK,Pathankot,32.271804,75.644427,Punjab,NR,True
PTKC,Pathankot Cantt,32.2593,75.636044,,,True
PTKD,Patharkandi,24.604506,92.31911,Assam,NFR,True
PTKP,Potkapalli,18.4290619835,79.4644454974,,,True
PTLI,Pathauli,27.1568431942,77.924593761,Uttar Pradesh,NCR,True
PTN,Patan,23.853292,72.13167200000001,Gujarat,WR,True
PTNR,Patelnagar,28.660009076599998,77.15626035310001,Delhi NCT,NR,True
PTP,Patal Pani,22.514232000000003,75.797002,Madhya Pradesh,WR,True
PTRD,Pataudi Road,28.350738,76.755565,Haryana,NR,True
PTRE,Patara,26.232167999999998,80.203446,Uttar Pradesh,NCR,True
PTRL,Pathrala,30.006625,74.74395299999999,Punjab,NWR,True
PTRU,Patratu,23.667024,85.30587700000001,,,True
PTT,Putalapattu,13.373419,79.098727,,,True
PTU,Partur,19.575715,76.212767,Maharashtra,SCR,True
PTWA,Patwara,23.9143072844,80.4137045734,Madhya Pradesh,WCR,True
PU,Patchur,12.586657299999999,78.4694944,,,True
PUA,Pulla,16.809911,81.324846,,,True
PUD,Phanda,23.232986,77.189255,,,True
PUK,Pudukad,10.420507,76.26070700000001,,,True
PUL,Rampura Phul,30.269357000000003,75.23737999999999,Punjab,NR,True
PUN,Pundi,18.665917999999998,84.370679,,,True
PUNE,Pune,18.529378,73.873086,,,True
PUO,Pir Umrod,23.2558608677,76.2299643091,,,True
PURI,Puri,19.811459000000003,85.839992,,,True
PUS,Phusro,23.767488999999998,86.01025,,ECR,True
PUSA,Pusla,21.493095999999998,78.354883,,,True
PUT,Puttur,13.439642,79.552666,,,True
PUU,Punalur,9.023336,76.916104,Tamil Nadu,SR,True
PUW,Patuwas Mehrana,28.557035,76.33368800000001,Haryana,NWR,True
PUX,Parasia,22.193186,78.76432,Madhya Pradesh,CR,True
PVD,Peddavadiapudi,16.414205000000003,80.612645,,,True
PVI,Peravurani,,,,,False
PVP,Parvatipuram,18.770670000000003,83.42696600000001,,,True
PVPT,Parvatipuram Tn,18.783875,83.433701,,,True
PVR,Pandharpur,17.66849,75.319283,Maharashtra,CR,True
PVRD,Piravam Road,9.828669,76.454731,,,True
PVU,Paravur,8.815758,76.66823799999999,,,True
PWL,Palwal,28.151841,77.34223200000001,,,True
PWS,Phulwari Sharif,25.586297,85.07942999999999,,,True
PWXP,Pawani Kumarpur Halt,25.5276889185,83.9359635205,,,True
PYGS,Prayagraj Sangam,,,,,False
PYHT,Prayahat Halt,,,,,False
PYOL,Payyoli,11.516715999999999,75.617595,Kerala,SR,True
PYX,Peyanapalli,13.131636,79.138282,,,True
QG,Quazigund,,,,,False
QLD,Quilandi,11.446139,75.693924,Kerala,SR,True
QLM,Kulem,15.334036,74.24423,Goa,SWR,True
QLN,Kollam,8.886586000000001,76.59675299999999,,,True
QSR,Kansrao,30.0785698608,78.1417954028,Uttarakhand,NR,True
R,Raipur,21.256462000000003,81.629328,,,True
RA,Ramparda,22.634966,71.352035,Gujarat,WR,True
RAA,Barara,30.213325,77.035501,,,True
RAH,Ramgarh,27.576612,76.811256,Rajasthan,NCR,True
RAI,Raibha,27.181549999999998,77.803634,,,True
RAIR,Raikakhol,21.046744999999998,84.333562,,,True
RAJP,Rajapur Road,16.635175,73.626565,Maharashtra,KR,True
RAKD,Radhakund,27.537943,77.523598,,,True
RAL,Repalle,16.019794,80.828736,Andhra Pradesh,SCR,True
RAM,Ramapuram,13.098011999999999,79.178793,,,True
RAMA,Ramva,25.8911534211,80.8532993597,,,True
RANI,Rani,25.347582,73.31039,Rajasthan,NWR,True
RASP,Rasipuram,,,,,False
RAY,Ray,23.690082,85.077816,,,True
RBA,Rambha,19.537957,85.09407900000001,,,True
RBD,Rahimabad,26.9993432467,80.600638797,,,True
RBG,Raybag,16.483374512,74.80682566349999,Karnataka,SWR,True
RBL,Rae Bareli,26.232684,81.23932,,,True
RBN,Raghubans Nagar,25.756709,87.060056,Bihar,ECR,True
RBR,Ribada,22.124961,70.80095200000001,Gujarat,WR,True
RBS,Rupbas,26.9903803821,77.5909632294,Rajasthan,NCR,True
RBZ,Rambhaddarpur,25.977172,85.86518199999999,,,True
RC,Raichur,16.192441000000002,77.339165,,,True
RCF,Rail Coach Factory,31.326976000000002,75.34282,Punjab,NR,True
RCJ,Ranayala Jasnia,23.161929,76.072554,Madhya Pradesh,WR,True
RCP,Ramachandrapur,25.996484000000002,81.267274,Uttar Pradesh,NR,True
RCTC,Raghunathpur,20.351679,86.14960500000001,Orissa,ECoR,True
RDBR,Randia Baudpur,,,,,False
RDD,Rikhabdev Road,23.997173,73.74805500000001,Rajasthan,NWR,True
RDDE,Rathdhana,28.904132,77.05914800000001,,,True
RDG,Rayadurg,14.705815,76.856828,Andhra Pradesh,SWR,True
RDHP,Radhanpur,23.84693,71.58559399999999,Gujarat,WR,True
RDHR,Riddhapur,,,,,False
RDI,Kardi,13.2673774949,76.5736995709,Karnataka,SWR,True
RDL,Rudauli,26.762188000000002,81.754202,,,True
RDM,Ramgundam,18.763329,79.43509999999999,,,True
RDN,Rudain,27.579928,79.186618,,,True
RDP,Radhikapur,25.643573999999997,88.448153,West Bengal,NFR,True
RDRA,Ramdevra,27.006279,71.929837,Rajasthan,NWR,True
RDU,Radhamohanpur,22.356484,87.612611,,,True
RE,Rewari,28.202779000000003,76.609414,Haryana,NWR,True
RECH,Rechni Road,19.140541,79.451894,,,True
REG,Regupalem,17.505201,82.790267,,,True
REI,Rithi,23.904168,80.140267,,,True
REJ,Rejinagar,23.850089999999998,88.259255,West Bengal,ER,True
REN,Ren,26.788798,74.07446200000001,,,True
RENH,Renhat,25.979937999999997,77.83368499999999,Madhya Pradesh,WCR,True
RET,Rentia,22.863268,74.210847,,,True
REWA,Rewa,24.537122,81.250615,Madhya Pradesh,WCR,True
RFJ,Rafiganj,24.819694000000002,84.634804,,,True
RG,Rajghat Narora,28.235655,78.353587,Uttar Pradesh,NR,True
RGBP,Rani Gaidinliu,,,,,False
RGD,Rajgir,25.033068999999998,85.41469699999999,Bihar,ECR,True
RGDA,Rayagada,19.175642,83.410505,,,True
RGH,Ramgarhwa,26.873842826500002,84.7971486487,Bihar,ECR,True
RGI,Ramgiri,13.9501446899,76.1254542236,Karnataka,SWR,True
RGJ,Raiganj,25.619125,88.127696,West Bengal,NFR,True
RGJI,Rangjuli,25.988405,90.95595800000001,Assam,NFR,True
RGL,Rengali,21.636895,84.042299,,,True
RGM,Rangapuram,15.406776,78.059153,,,True
RGO,Rotegaon,19.956132,74.75787,Maharashtra,SCR,True
RGP,Raghunathpalli,17.7564788113,79.2553036017,,,True
RGPM,Raghavapuram,18.681242,79.411187,,,True
RGQ,Raigadh Road,23.596666,73.183592,Gujarat,NWR,True
RGS,Ringas,27.373379,75.56360400000001,Rajasthan,NWR,True
RGT,Rajghat Halt,21.764461999999998,87.15507600000001,,,True
RGU,Ragaul,25.686945,80.129683,Uttar Pradesh,NCR,True
RGV,Raghopur,,,,,False
RHA,Ranaghat,23.173344,88.568184,West Bengal,ER,True
RHE,Rakha Mines,22.674292,86.354133,,,True
RHG,Rajgarh,27.240827,76.607541,Rajasthan,NWR,True
RHMA,Rahama,20.298605,86.405224,Orissa,ECoR,True
RHN,Roshanpur,29.046556,78.887727,Uttar Pradesh,NER,True
RIG,Raigarh,21.891288999999997,83.39067,,,True
RIKA,Ratikheda,24.59745,77.656544,,,True
RJA,Rajnagar,26.401801,86.152987,,,True
RJAP,Rajapur,16.859603,78.163648,,,True
RJB,Rajabera,23.751105,86.080936,,,True
RJG,Rajgram,24.544607,87.86763599999999,,,True
RJGR,Raj Athgarh,20.576104,85.741633,,,True
RJK,Raja Ka Sahaspr,28.626216,78.780097,Uttar Pradesh,NR,True
RJLA,Rajla,24.7563630003,86.4230669043,,,True
RJLK,Rajalukah,22.125193,86.64224200000001,,,True
RJN,Raj Nandgaon,21.101186000000002,81.039019,,,True
RJO,Rajendra Pul,25.387446999999998,86.01054599999999,,,True
RJP,Razampeta,14.184524999999999,79.15274099999999,,,True
RJPB,Rajendra Nagar,25.603351,85.162449,,,True
RJPM,Rajapalayam,9.452404,77.561026,,,True
RJR,Rajaldesar,28.033672,74.47771200000001,Rajasthan,NWR,True
RJS,Rajiyasar,29.0674933054,73.8421637408,Rajasthan,NWR,True
RJT,Rajkot,22.312206,70.803446,Gujarat,WR,True
RJY,Rajamundry,16.984159000000002,81.783901,,,True
RK,Roorkee,29.851671,77.87417,,,True
RKB,Raika Bagh,26.291628000000003,73.039744,,,True
RKD,Rukadi,16.724871999999998,74.356715,Maharashtra,CR,True
RKK,Ratangrh Knkwal,29.922760999999998,74.966758,,,True
RKL,Ramkola,26.90674,83.836714,,,True
RKM,Raja Ki Mandi,27.193811,77.996613,,,True
RKMP,Rani Kamalapati,,,,,False
RKO,Ramakistapuram Gate,17.476299,78.52847299999999,Andhra Pradesh,SCR,True
RKSH,Rishikesh,30.107173,78.287498,Uttarakhand,NR,True
RKSN,Rajkharsawan,22.733525,85.811158,,,True
RKY,Kothariya,22.176807,70.81438200000001,Gujarat,WR,True
RLA,Rajula,21.103699,71.479251,Gujarat,WR,True
RLL,Regadipalli,14.813572,78.136002,,,True
RLO,Rayalcheruvu,15.055957000000001,77.82103500000001,,,True
RLP,Harlapur,15.434833000000001,75.799259,Karnataka,SWR,True
RLR,Raila Road,25.630348,74.596325,Rajasthan,NWR,True
RM,Rajmane,20.643085,74.941672,Maharashtra,CR,True
RMA,Ramganj Mandi,24.644606,75.939411,,,True
RMB,Rampura Beri,28.5301320576,75.64547982849999,Rajasthan,NWR,True
RMC,Ram Chaura Road,25.609488,81.686954,Uttar Pradesh,NR,True
RMD,Ramanathapuram,9.358387,78.83686200000001,Tamil Nadu,SR,True
RMF,Ramna,24.239748,83.605713,Jharkhand,ECR,True
RMGM,Ramanagaram,12.720096,77.283451,Karnataka,SWR,True
RMH,Rangmahal,29.405815999999998,73.974734,Rajasthan,NWR,True
RMJK,Ram Nagar,32.863528,75.14542599999999,Jammu and Kashmir,NR,True
RMM,Rameswaram,9.280973,79.306787,Tamil Nadu,SR,True
RMN,Raman,29.959833999999997,74.96208800000001,Punjab,NWR,True
RMNP,Ramannapet,17.282344000000002,79.087023,,,True
RMP,Rahimatpur,17.612152,74.17217,Maharashtra,CR,True
RMPB,Rampur,25.358763,88.60611,,,True
RMPR,Rampur  Halt,25.1721586608,86.1406539392,,,True
RMR,Ramnagar,29.390223,79.12223900000001,Uttarakhand,NER,True
RMRB,Ramnagar Bengal,21.677450999999998,87.55405,West Bengal,?,True
RMT,Ramgarh Cantt,23.617327,85.520249,,,True
RMU,Rampur,28.778862999999998,79.023419,,,True
RMV,Ramavarappadu,16.5262013806,80.67971387700001,Andhra Pradesh,SCR,True
RMY,Rukmapur,17.27365,77.67542399999999,,,True
RMZ,Routhpuram Halt,18.6209643431,84.3356803912,,,True
RN,Ratnagiri,17.002793,73.356938,Maharashtra,KR,True
RNC,Ranchi,23.348811,85.33352,,,True
RNE,Ranjani,19.646129,76.107028,Maharashtra,SCR,True
RNG,Raniganj,23.602851,87.11698,,,True
RNGG,Rangaliting,26.656417,93.918286,Assam,NFR,True
RNH,Runkhera,23.413846043299998,75.1888022272,,,True
RNJ,Runija,23.06077,75.3768327,Madhya Pradesh,WR,True
RNL,Ranala,21.372813,74.47179,,,True
RNO,Ranoli,22.405252095399998,73.1122662115,,,True
RNPR,Rupnarayanpur,23.818703000000003,86.885481,,,True
RNQ,Renukut,24.203558,83.039896,Uttar Pradesh,ECR,True
RNR,Ranibennur,14.625461,75.635054,Karnataka,SWR,True
RNRD,Ranipur Road,25.270917999999998,79.055869,Uttar Pradesh,NCR,True
RNT,Ranthambhore,26.093062999999997,76.41000100000001,Rajasthan,WCR,True
RNTL,Ranital,21.149665,86.55647400000001,,,True
RNV,Raniwara,24.750455,72.204293,Rajasthan,NWR,True
RNW,Renwal,27.149463,75.356234,Rajasthan,NWR,True
RNY,Rangiya,26.447900999999998,91.605929,,,True
ROA,Rusera Ghat,25.746302,86.035742,,,True
ROHA,Roha,18.44649043,73.12357712000001,Maharashtra,CR,True
ROHN,Rohednagar Halt,28.7611280103,76.8140929907,Haryana,NR,True
ROI,Reoti,25.833886,84.37469,,,True
ROK,Rohtak,28.890904,76.57955000000001,Haryana,NR,True
ROP,Rupsa,21.621995,87.018507,,,True
RORA,Rora,25.293896,79.236769,Uttar Pradesh,NCR,True
ROU,Rourkela,22.22844,84.86313200000001,,,True
ROZA,Roza,27.853121,79.956038,,,True
RPAN,Rangapara North,26.8215934,92.682658,,,True
RPAR,Rupnagar,30.972816,76.533241,,,True
RPH,Rampur Hat,24.179797,87.78214700000001,,,True
RPJ,Rajpura,30.486458949,76.5940201901,,,True
RPMN,Rampurmani Haran,29.8055980689,77.4598714294,Uttar Pradesh,NR,True
RPO,Rawatpur,26.482981000000002,80.298113,,,True
RPR,Raghunathpur,25.565439,84.305227,,,True
RPRD,Rupra Road,20.08447,83.330956,,,True
RPRL,Raparla Halt,15.619244,80.16912099999999,,,True
RPSC,Rudrapur Sidcul Halt,,,,,False
RPUR,Ratanpur,25.279794000000003,86.57608,,,True
RPV,Rajapatti,26.1808149265,84.80838331540001,Bihar,NER,True
RPZ,Rana Pratap Nagar,24.582417,73.72805600000001,Rajasthan,NWR,True
RRB,Birur,13.591101,75.974749,Karnataka,SWR,True
RRGA,Rangareddy Guda,16.901936,78.18083299999999,,,True
RRL,Rewral,21.261121,79.468096,,,True
RRME,Ranchi Road,23.665992000000003,85.51160300000001,,ECR,True
RRP,Rairangpur,22.440956,86.16420749999999,Orissa,SER,True
RRS,Raghuraj Singh,26.255836,80.87966899999999,Uttar Pradesh,NR,True
RRU,Rayaru,26.307454,78.12986400000001,,,True
RSG,Ramsagar,23.106248,87.277063,West Bengal,SER,True
RSH,Ratanshahar,28.158119435028283,75.52398098632693,Rajasthan,NWR,True
RSJ,Rayser,24.915225999999997,77.549884,Madhya Pradesh,WCR,True
RSMN,Ramgovindsingh Mahuli Halt,25.5318741843,85.11323059809999,,?,True
RSNR,Rai Singh Nagar,29.535956,73.450472,Rajasthan,NWR,True
RSR,Rasra,25.861714,83.85785,,,True
RSWT,Ramgarh Shekhawati,28.169397,74.993046,Rajasthan,NWR,True
RSYI,Rasayani,18.894001999999997,73.151919,Maharashtra,CR,True
RTA,Ruthiyai Junction,24.531922,77.175827,,,True
RTGH,Ratangarh,28.0665867073,74.6236025668,Rajasthan,NWR,True
RTI,Raoti,23.183572,74.87867399999999,,,True
RTM,Ratlam,23.34038,75.050826,,,True
RTN,Retang,20.199417999999998,85.760851,,,True
RTP,Ratanpura,25.921924,83.744472,,,True
RTWS,Rahatwas,24.522934000000003,77.83266,,,True
RU,Renigunta,13.636261,79.50628999999999,,,True
RUB,Rasulabad,25.826999,80.977088,,,True
RUI,Rukni,23.551806,86.548025,West Bengal,SER,True
RUPC,Rudrapur City,28.969281,79.379212,Uttarakhand,NER,True
RUR,Ranpur,22.359871000000002,71.717303,Gujarat,WR,True
RURA,Rura,26.485377,79.908216,,,True
RV,Raver,21.222201,76.044594,Maharashtra,CR,True
RVK,Raja Bhat Khawa,26.6201438112,89.528605351,West Bengal,NFR,True
RVKH,Ravindrakhani,18.936594000000003,79.461396,,,True
RW,Rankua,,,,,False
RWJ,Rawania Dungar,25.887841,76.313705,,,True
RWL,Raiwala,30.032143,78.209877,Uttarakhand,NR,True
RWO,Ranavav,21.698214,69.726078,Gujarat,WR,True
RWTB,Rowta Bagan,26.736799,92.21490999999999,,,True
RXL,Raxaul,26.987018000000003,84.84456399999999,Bihar,ECR,True
RXM,Rooma,26.35704,80.43035699999999,,,True
RYP,Rayanapad,16.577504,80.562937,Andhra Pradesh,SCR,True
SA,Salem,11.671726000000001,78.113415,,,True
SAA,Sathiaon,26.034194,83.28731699999999,,,True
SAB,Santamagulur,16.147071,79.91505599999999,,,True
SAC,Sanichara,26.363371,78.198369,Madhya Pradesh,NCR,True
SADP,Saidapur,16.5700011556,77.2497912268,,,True
SAG,Sangrur,30.2437913998,75.8305174701,Punjab,NR,True
SAGM,Sagma,24.622107,80.828347,Madhya Pradesh,WCR,True
SAH,Saphale,19.576592,72.82182599999999,Maharashtra,WR,True
SAHA,Sarahula,,,,,False
SAK,Sak Bahadurpur,22.178375,73.559848,Gujarat,WR,True
SAL,Salwa,21.236542,79.292976,,,True
SALE,Salar,23.774579,88.111097,West Bengal,ER,True
SALI,Saheli,26.705766999999998,75.031546,Rajasthan,NWR,True
SAN,Sandila,27.059455,80.517354,,,True
SANI,Shanki,,,,,False
SANK,Sank,26.430519999999998,78.059751,,,True
SANR,Sardarnagar,26.700858999999998,83.494054,,,True
SAO,Sagoni,23.811896152499997,79.8114389709,,,True
SAP,Sattenapalle,16.405018,80.152704,,,True
SAPE,Sape Wamane,18.085549,73.356471,Maharashtra,KR,True
SAS,Sheodaspura Padampura,26.71363,75.88328200000001,,,True
SASN,Sahibzada Ajit Singh Nagar,30.666125,76.739952,Punjab,NR,True
SASR,Sausar,21.658885,78.80252499999999,Madhya Pradesh,SECR,True
SAT,Sant Road,22.7963945628,73.80040253419999,,,True
SAU,Sanand,23.024215821600002,72.3847494653,,,True
SAV,Savda,21.111116,75.91065900000001,Maharashtra,CR,True
SAW,Suriawan,25.461039999999997,82.423665,,,True
SAY,Sayama,,,,,False
SBB,Sahibabad,28.674037,77.364182,,,True
SBBJ,Sri Bala Bramareshwara Jogulamba,15.915692,78.04160499999999,,,True
SBC,Ksr Bengaluru,12.977595,77.56808299999999,Karnataka,SWR,True
SBD,Sleemanabad Rd,23.614369,80.285208,Madhya Pradesh,WCR,True
SBDR,Sonbhadra,,,,,False
SBE,Sorbhog,26.494286000000002,90.88828099999999,,,True
SBG,Sahibganj,25.241391999999998,87.63457700000001,,,True
SBGA,Shravanabelagola,,,,,False
SBGN,Sisibargaon,,,,,False
SBH,Sulebhavi,15.912563,74.641724,Karnataka,SWR,True
SBHR,Subrahmanya Road,12.7312724613,75.5576150342,Karnataka,SWR,True
SBIB,Sabarmati Bg,,,,,False
SBLT,Shri Bhadriya Lathi,27.030421,71.515941,Rajasthan,NWR,True
SBNM,Subarnamrigi,24.27321,88.292124,West Bengal,ER,True
SBO,Sabaur,25.239083,87.045918,,,True
SBP,Sambalpur,21.4830514376,83.9603252667,,,True
SBPY,Sambalpur City,21.4770222859,84.0076171613,,,True
SBR,Sambhar Lake,26.904308,75.179915,,,True
SBRA,Sarbahara,22.710501999999998,81.91042900000001,,,True
SBRM,Sabroom,,,,,False
SBT,Sabarmati,23.077545999999998,72.58928200000001,,,True
SBTJ,Shanidev Dham Bishnathganj,,,,,False
SBV,S Bhakhtiyarpur,25.7208597875,86.5973840167,Bihar,ECR,True
SBW,Shewbabudih,23.659482,86.390668,Jharkhand,SER,True
SBZ,Siswa Bazar,27.1495669522,83.7563490747,Uttar Pradesh,NER,True
SC,Secunderabad,17.433146999999998,78.50148100000001,,,True
SCA,Salchapra,24.827278,92.671939,Assam,NFR,True
SCH,Sachin,21.077673,72.874083,Gujarat,WR,True
SCI,Sanchi,23.488096,77.735783,,,True
SCKR,Salichauka Road,22.833649,78.67629099999999,Madhya Pradesh,WCR,True
SCL,Silchar,24.830337999999998,92.786795,Assam,NFR,True
SCM,Simhachalam,17.744667,83.220449,,,True
SCMN,Simhachalam North,17.752094,83.209636,,,True
SCPR,Shyama Charanpur Hal,20.642413,85.616279,,,True
SCT,Sengottai,8.9874125,77.24185,,,True
SCV,Sukhchain,29.767847,74.99009799999999,,,True
SCY,Sachiwalay(halt),25.5962020296,85.1173521326,,,True
SD,Sidhauli,27.281001999999997,80.837587,Uttar Pradesh,NER,True
SDAH,Sealdah,22.566758,88.374713,,,True
SDB,Shahabad,17.121662999999998,76.943513,,,True
SDD,Sindhawadar,22.546528000000002,70.894135,Gujarat,WR,True
SDDN,Siddharth Nagar,,,,,False
SDE,Sadisopur,25.566169000000002,84.916992,,,True
SDF,Sudsar,28.012356,73.785795,Rajasthan,NWR,True
SDGH,Sri Dungargarh,28.070311,74.008011,Rajasthan,NWR,True
SDGM,Sardargram,23.070758,72.641987,Gujarat,WR,True
SDH,Saradhna,26.3404260124,74.5662047516,Rajasthan,NWR,True
SDI,Sagardighi,24.287789,88.105398,West Bengal,ER,True
SDL,Shahdol,23.285961999999998,81.36407299999999,,,True
SDLE,Swadinpur,24.253477999999998,87.822587,,,True
SDLP,Sadulpur,28.631138,75.386989,Rajasthan,NWR,True
SDMD,Sudamdih,23.654478,86.44032,West Bengal,SER,True
SDMK,Sidmukh,28.893890064746117,75.290472144261,Rajasthan,NWR,True
SDN,Sholavandan,10.02227,77.96508200000001,,,True
SDNR,Seydunganallur,8.639358,77.834992,Tamil Nadu,SR,True
SDRA,Sudharana,28.453681,76.425807,Haryana,NWR,True
SDS,Sadulshahr,29.902641430417788,74.17270445264876,Rajasthan,NWR,True
SDT,Sadat,25.673309,83.308384,Uttar Pradesh,NER,True
SDV,Somidevipalle,15.4534,79.038111,,,True
SDVL,Soldevanahalli,13.091395,77.490385,Karnataka,SWR,True
SEB,Son Nagar,24.882212999999997,84.22927299999999,,,True
SED,Shedbal,16.720293,74.752769,Karnataka,SWR,True
SEE,Sonpur,25.696849,85.16685100000001,,,True
SEG,Shegaon,20.801724,76.690331,,,True
SEGM,Sevagram,20.739076,78.619225,,,True
SEH,Sehore,23.215095,77.07788199999999,,,True
SEJ,Sarkhej,22.981944000000002,72.497486,Gujarat,WR,True
SELU,Selu,19.448059999999998,76.43326400000001,Maharashtra,SCR,True
SEM,Seram,17.180683000000002,77.28353,,,True
SEN,Senapura,13.717680182199999,74.6840119482,Karnataka,KR,True
SEO,Seohara,29.204807000000002,78.580977,,,True
SEP,Sodpur,22.698850999999998,88.382193,,,True
SES,Semari,24.07001,73.841822,Rajasthan,NWR,True
SEU,Sendra,26.077973999999998,74.194143,Rajasthan,NWR,True
SEY,Seoni,22.075431,79.545769,Madhya Pradesh,SECR,True
SF,Settigunta,13.87431,79.382302,,,True
SFC,Saintala,20.433878,83.335045,,,True
SFG,Subedarganj,25.439879,81.789897,,,True
SFH,Safedabad,26.8978573678,81.1166012347,,,True
SFMU,Sunam Udham Singh Wala,,,,,False
SFR,Safrai,27.029014999999998,94.942883,Assam,NFR,True
SFW,Sarangpur,23.5810641859,76.4871872211,,,True
SFX,Safilguda,17.461671,78.53311000000001,Andhra Pradesh,SCR,True
SFY,Shajapur,23.425074,76.297843,,,True
SGA,Shergarh,30.080230999999998,74.947251,Punjab,NWR,True
SGAC,Sogariya,25.230055,75.90022099999999,,,True
SGAM,Sareigram,24.039636,82.205614,Madhya Pradesh,WCR,True
SGBJ,Surgaon Banjari,21.946109,76.544215,Madhya Pradesh,WCR,True
SGD,Songadh,21.728936,71.886759,Gujarat,WR,True
SGDM,Sigadam,18.360601,83.68144099999999,,,True
SGDP,Sagadapata,21.244692,85.909396,Orissa,ECoR,True
SGE,Sankaridurg,11.445732,77.870439,,,True
SGF,Sangat,30.088059,74.83253,Punjab,NWR,True
SGG,Sultanganj,25.24085,86.736175,,,True
SGJ,Safdarganj,26.914454,81.36116,,,True
SGKM,Srungavruksham,16.543756,81.601906,Andhra Pradesh,SCR,True
SGL,Sagauli,26.758187,84.73934,Bihar,ECR,True
SGLA,Sangola,17.435563000000002,75.187581,Maharashtra,CR,True
SGNR,Shri Ganganagar,29.931792,73.87141700000001,Rajasthan,NWR,True
SGO,Saugor,23.84735,78.74292,,,True
SGP,Sohagpur,22.693813,78.194338,Madhya Pradesh,WCR,True
SGR,Sangameshwar Road,17.201998999999997,73.546234,Maharashtra,KR,True
SGRA,Sangaria,29.792507999999998,74.466053,Rajasthan,NWR,True
SGRD,Saragaon Road  Halt,22.019979,82.743775,,,True
SGRL,Singrauli,24.204257000000002,82.642735,Madhya Pradesh,ECR,True
SGS,Shoghi,31.038759000000002,77.12423700000001,Himachal Pradesh,NR,True
SGUJ,Siliguri,26.723204,88.413663,West Bengal,NFR,True
SGV,Saragchni,24.01772,88.244037,West Bengal,ER,True
SGZ,Shamgarh,24.191141000000002,75.642842,,,True
SHAN,Srinivasa Nagar,17.9099557799,78.4619205481,Andhra Pradesh,SCR,True
SHC,Saharsa,25.875207999999997,86.594953,Bihar,ECR,True
SHDM,Shahbad Marknda,30.166186,76.861554,,,True
SHDR,Shadhoragaon,24.633366,77.584671,,,True
SHE,Seoraphuli,22.774749,88.328809,,,True
SHF,Shirud,20.735376,74.876271,Maharashtra,CR,True
